"","State","PHA.Code","PHA.Name","OBJECTID","FORMAL_PARTICIPANT_NAME","HA_PHN_NUM","HA_FAX_NUM","HA_EMAIL_ADDR_TEXT","EXEC_DIR_PHONE","EXEC_DIR_FAX","EXEC_DIR_EMAIL"
"443","VA","VA017","Hampton Redevelopment & Housing Authority",1570,"Hampton Redevelopment & Housing Authority",7577276337,7577276368,"contact3@hrha.org",7577271483,7577271768,"contact3@hrha.org"
"444","WI","WI195","Kenosha Housing Authority",2560,"Kenosha Housing Authority",2626534120,2626534114,"info@kenoshahud.com",2626534113,2626534114,"lelvetici@kenoshahud.com"
"445","CO","CO051","Grand Junction Housing Authority",1529,"Grand Junction Housing Authority",9702450388,9702415514,"jkole@gjha.org",9702089556,9702548347,"jkole@gjha.org"
"446","NJ","NJ214","Lakewood Township Residential Assistance Prog",473,"Lakewood Township Residential Assistance Prog",7323670660,7323676645,"henya@ltrap.org",7323670660,NA,"henya@ltrap.org"
"447","NY","NY028","Schenectady Municipal Housing Authority",388,"Schenectady Municipal Housing Authority",5183867000,5183720812,"richardh@smha1.org",5183867053,5183720812,"richardh@smha1.org"
"448","WV","WV004","Housing Authority of the City of Huntington",1025,"Housing Authority of the City of Huntington",3045264400,3045264432,"lellis@hwvha.org",3045264400,NA,"lellis@hwvha.org"
"449","AZ","AZ034","Housing Authority of Cochise County",3094,"Housing Authority of Cochise County",5204328880,5204328890,"abaca@cochise.az.gov",5204328883,5204328890,"abaca@cochise.az.gov"
"450","AZ","AZ035","Yuma City Housing Authority",3075,"Yuma City Housing Authority",9287823823,9283760399,"michaelm@hacy.org",9287823823,9283760399,"michaelm@hacy.org"
"451","GA","GA023","Housing Authority of the City of Albany",970,"Housing Authority of the City of Albany",2294344500,2294344502,"wmyles@albanyha.com",2294344500,2294344502,"wmyles@albanyha.com"
"452","LA","LA006","Housing Authority of Monroe",2347,"Housing Authority of Monroe",3183881500,3183291398,"smartw@monroeha.com",3183881500,3183291397,"smartw@monroeha.com"
"453","ME","ME003","Portland Housing Authority",335,"Portland Housing Authority",2077734753,2077615886,"csessions@porthouse.org",2077734753,NA,"csessions@porthouse.org"
"454","MI","MI006","Saginaw Housing Commission",2298,"Saginaw Housing Commission",9897715508,9897558161,"lfoxx@saginawhousing.org",9897558183,9897558161,"lfoxx@saginawhousing.org"
"455","NY","NY012","Troy Housing Authority",405,"Troy Housing Authority",5182723211,5182746633,"THAMail@troyhousing.org",5182733600,5182746633,"deb.witkowski@troyhousing.org"
"456","OR","OR027","Housing Authority of Malheur County",1511,"Housing Authority of Malheur County",5418899661,5418896487,"kristyrodriguez@cableone.net",5418899661,5418896487,"kristyrodriguez@cableone.net"
"457","UT","UT021","St. George Housing Authority",3119,"St. George Housing Authority",4356283648,4359860960,"sghousing@infowest.com",4356283648,4359860960,"sghousing@infowest.com"
"458","WA","WA021","HA City of Pasco and Franklin County",2749,"HA City of Pasco and Franklin County",5095473581,5095474997,"mtruman@hacpfc.org",5095473581,5095474997,"mtruman@hacpfc.org"
"459","SD","SD043","Watertown Housing and Redevelopment Commission",2138,"Watertown Housing and Redevelopment Commission",6058867731,6058867994,"goldade@iw.net",6058862867,6058867994,"goldade@iw.net"
"460","SD","SD055","Vermillion Housing and Redevelopment Commissi",2459,"Vermillion Housing and Redevelopment Commissi",6056777191,6056777192,"vermillionhousing@yahoo.com",6056777191,6056777192,"vermillionhousing@yahoo.com"
"461","VQ","VQ901","VIRGIN ISLANDS HOUSING AUTHORITY",68,"VIRGIN ISLANDS HOUSING AUTHORITY",3407778442,3407750832,"viha_section8@vihousing.org",3407778442,3407750832,"rgraham@vihousing.org"
"462","NC","NC104","Orange County Housing Authority",1111,"Orange County Housing Authority",9192452490,9196443056,"croot@orangecountync.gov",9192452496,NA,"croot@orangecountync.gov"
"463","OR","OR026","Mid-Columbia Housing Authority",1575,"Mid-Columbia Housing Authority",5412965462,5412968570,"joelm@mid-columbiahousingauthority.org",5412965462,NA,"joelm@columbiacascadehousingcorp.org"
"464","WA","WA004","Peninsula Housing Authority",2586,"Peninsula Housing Authority",3604527631,3604577001,"smartinez@peninsulapha.org",NA,NA,""
"465","MA","MA023","Lynn Housing Authority",128,"Lynn Housing Authority",7815818600,7815926296,"cgaeta@lhand.org",7815818600,7815818672,"cgaeta@lhand.org"
"466","VA","VA001","Portsmouth Redevelopment & Housing Authority",1451,"Portsmouth Redevelopment & Housing Authority",7573995261,7573998697,"ebland@prha.org",7573912904,7573998697,"ebland@prha.org"
"467","WA","WA018","HA Of Grays Harbor County",2666,"HA Of Grays Harbor County",3605320570,3605320775,"jerry@hagh.com",3605320570,3605320775,"jerry@hagh.com"
"468","IL","IL053","Housing Authority of the County of Jackson, IL.",2997,"Housing Authority of the County of Jackson, IL.",6186843183,6186843222,"bmac-rizzo@jcha-il.org",6186843183,6186843222,"bmac-rizzo@jcha-il.org"
"469","IL","IL089","Housing Authority Of The County Of DeKalb",3728,"Housing Authority Of The County Of DeKalb",8157582692,8157584190,"sperkins@dekcohousing.com",8157582692,NA,"sperkins@dekcohousing.com"
"470","MA","MA026","Northampton Housing Authority",28,"Northampton Housing Authority",4135844030,4135821350,"ExecDir@hamphousing.org",4135844030,4135821350,"ExecDir@HampHousing.org"
"471","MN","MN034","HRA of WORTHINGTON, MINNESOTA",3510,"HRA of WORTHINGTON, MINNESOTA",5073763655,5073763055,"randyt@worthingtonhra.com",5073763655,5073763055,"randyt@worthingtonhra.com"
"472","NY","NY085","Village of Hempstead HA",480,"Village of Hempstead HA",5164898500,5164855181,"SGoodson@hempsteadhousing.org",5164898500,4854855181,"SGoodson@hempsteadhousing.org"
"473","OH","OH041","Athens Metropolitan Housing Authority",730,"Athens Metropolitan Housing Authority",7405924481,NA,"jkr@athensmha.org",7405924481,NA,"jkr@athensmha.org"
"474","RQ","RQ009","MUNICIPALITY OF MAYAGUEZ",11,"MUNICIPALITY OF MAYAGUEZ",7878340379,7872654940,"csegarra@mayaguezpr.gov",7878333160,7872654940,"mmartell@mayaguezpr.gov"
"475","AR","AR200","Harrison Housing Authority",2478,"Harrison Housing Authority",8707418673,8707416369,"chonda@arkansasharrisonhousing.org",8707418673,NA,"chonda@arkansasharrisonhousing.org"
"476","AR","AR247","Pocahontas Public Housing Agency (BRAD)",2622,"Pocahontas Public Housing Agency (BRAD)",8708924547,8708920707,"jjansen@bradcorp.org",8702021341,NA,"rhonda.ahrent@bradcorp.org"
"477","IN","IN005","Housing Authority of the City of Muncie",2031,"Housing Authority of the City of Muncie",7652889242,7657417308,"jbost@muncieha.com",7656313610,7657417308,"janderson@muncieha.com"
"478","MI","MI035","Battle Creek Housing Commission",897,"Battle Creek Housing Commission",2699650591,2699658847,"bchc002@netscape.net",2699650591,2699658847,"bchc002@netscape.net"
"479","MN","MN158","NW MN MULTI-COUNTY HRA",2706,"NW MN MULTI-COUNTY HRA",2186372431,2186372433,"charity@nwmnhra.org",2186372431,2186372433,"charity@nwmnhra.org"
"480","MT","MT033","Missoula Housing Authority",3737,"Missoula Housing Authority",4065494113,4065496406,"ldavidson@missoulahousing.org",4065494113,4065496406,"ldavidson@missoulahousing.org"
"481","RQ","RQ018","MUNICIPALITY OF CAYEY",87,"MUNICIPALITY OF CAYEY",7872630410,7872635916,"programfedcayey@yahoo.com",7877383211,NA,"programfedcayey@yahoo.com"
"482","RQ","RQ020","MUNICIPALITY OF ARECIBO",6,"MUNICIPALITY OF ARECIBO",7876998550,7878794084,"section8.rq020@gmail.com",7876998550,NA,"section8.rq020@gmail.com"
"483","RQ","RQ028","MUNICIPALITY OF MANATI",7,"MUNICIPALITY OF MANATI",7878542024,7878542434,"ddcv-manati@hotmail.com",7878542024,NA,"druiz.manatipr@outlook.com"
"484","RQ","RQ030","MUNICIPALITY OF SAN GERMAN",12,"MUNICIPALITY OF SAN GERMAN",7878923500,7878921405,"San_german_sec8@hotmail.com",7878923500,7878921114,"san_german_sec8@hotmail.com"
"485","RQ","RQ038","MUNICIPALITY OF JUANA DIAZ",66,"MUNICIPALITY OF JUANA DIAZ",7872609483,7872603876,"dtorres@pfjd.gov.pr",7878372185,7878372420,"alcaldejd@yahoo.com"
"486","RQ","RQ060","Municipality of Barranquitas",147,"Municipality of Barranquitas",7878572065,7878573935,"seccion8barranquitas@gmail.com",7878572065,NA,"seccion8barranquitas@gmail.com"
"487","RQ","RQ061","MUNICIPALITY OF CABO ROJO",49,"MUNICIPALITY OF CABO ROJO",7878511025,7878518553,"seccion8@caborojopr.net",7878511025,NA,"jmorel@caborojopr.net"
"488","RQ","RQ066","MUNICIPALITY OF ISABELA",111,"MUNICIPALITY OF ISABELA",7878722100,7878723400,"isabelasec8@yahoo.com",7878722100,7878726300,"isabelasec8@yahoo.com"
"489","RQ","RQ071","MUNICIPALITY OF LAJAS",54,"MUNICIPALITY OF LAJAS",7878998181,7878998191,"programasfederaleslajas@yahoo.com",7878991450,NA,"programasfederaleslajas@yahoo.com"
"490","RQ","RQ074","MUNICIPALITY OF VIEQUES",189,"MUNICIPALITY OF VIEQUES",7877415000,7877413169,"seccion8vqs.gmv@gmail.com",7877415000,NA,"seccion8vqs.gmv@gmail.com"
"491","RQ","RQ082","MUNICIPALITY OF AGUAS BUENAS",19,"MUNICIPALITY OF AGUAS BUENAS",7877324185,7877321370,"ymendez@aguasbuenaspr.net",7877320015,7877321370,"ymendez@aguasbuenaspr.net"
"492","AL","AL008","Selma Housing Authority",757,"Selma Housing Authority",3348746271,3348745567,"kennard.randolph@selmahousing.com",3348746271,NA,"kennard.randolph@selmahousing.com"
"493","AL","AL114","LINEVILLE HOUSING AUTHORITY",1738,"LINEVILLE HOUSING AUTHORITY",2563965421,2563965280,"charles@linevillehousing.com",2563965421,2563965280,"charles@linevillehousing.com"
"494","AL","AL116","YORK HOUSING AUTHORITY",1581,"YORK HOUSING AUTHORITY",2053925071,2053925053,"york1802@bellsouth.net",2053925071,2053925053,"york1802@bellsouth.net"
"495","AR","AR016","Camden Housing Authority",3621,"Camden Housing Authority",8708369309,8708363243,"alg@camdenha.com",8708369309,NA,"alg@camdenha.com"
"496","AR","AR024","West Memphis Housing Authority",3767,"West Memphis Housing Authority",8707353520,8707351772,"whousing@comcast.net",8707353520,8707351772,"whousing@comcast.net"
"497","AR","AR041","Lonoke County Housing Authority",3815,"Lonoke County Housing Authority",8705523554,8705523555,"dgates@lonokepha.com",8705523554,8705523555,"dgates@lonokepha.com"
"498","AR","AR082","Warren Housing Authority",3620,"Warren Housing Authority",8702262600,8702267100,"warrenha@sbcglobal.net",8702262600,8702267100,"warrenha@sbcglobal.net"
"499","AR","AR215","Johnson County Public Housing Agency",3098,"Johnson County Public Housing Agency",4797547565,4797549765,"johnsoncountysection8@gmail.com",4797547565,4797549765,"johnsoncountysection8@gmail.com"
"500","AR","AR223","Phillips County Public Housing Agency",3772,"Phillips County Public Housing Agency",8703383476,8703387824,"pcpha@yahoo.com",8703383476,8703387824,"pcpha@yahoo.com"
"501","AR","AR224","St. Francis County Housing Authority",3771,"St. Francis County Housing Authority",8706332781,8706332799,"sfcha01@swbell.net",8706332781,8706332799,"sfcha01@swbell.net"
"502","AR","AR225","Lee County Housing Authority",3730,"Lee County Housing Authority",8702955063,8702954635,"leecountyar225@att.net",8702955063,8702954635,"leecountyar225@att.net"
"503","AR","AR241","Franklin County Public Housing Agency",2632,"Franklin County Public Housing Agency",4799685001,4799685002,"BEVERLY@UHDC.NET",4799685001,4799685002,"BEVERLY@UHDC.NET"
"504","AZ","AZ023","Nogales Housing Authority",2693,"Nogales Housing Authority",5202874183,5202874802,"mgaudet@nogalesaz.gov",5202874183,5202874802,"rthompson@nogalesaz.gov"
"505","AZ","AZ045","Gila County Housing Authority",3076,"Gila County Housing Authority",9284257631,9284259468,"pcampos@gilacountyaz.gov",9284257631,9284259468,"mbuzan@gilacountyaz.gov"
"506","CA","CA061","CRESCENT CITY HSG AUTH",2980,"CRESCENT CITY HSG AUTH",7074649216,7074642692,"",7074649216,7074652692,"mmiller@crescentcity.org"
"507","CO","CO095","Garfield County Housing Authority",1530,"Garfield County Housing Authority",9706253589,9706250859,"gchauthority@qwestoffice.net",9706253589,NA,"cheryl@garfieldhousing.com"
"508","FL","FL031","Housing Authority of the City of Marianna",1221,"Housing Authority of the City of Marianna",8504823512,8504823685,"mariannahousing@embarqmail.com",8504823512,8504823685,"mariannahousing@embarqmail.com"
"509","FL","FL110","Walton County Housing Authority",1282,"Walton County Housing Authority",8508928185,8508928089,"baktom@co.walton.fl.us",8509517008,8508928089,"baktom@co.walton.fl.us"
"510","FL","FL123","HENDRY COUNTY HOUSING AUTHORITY",763,"HENDRY COUNTY HOUSING AUTHORITY",8636755297,8636744194,"Sabrina.Gadson@hendryfla.net",8636755297,8636744194,"Sabrina.Gadson@hendryfla.net"
"511","IA","IA050","Waterloo Housing Authority",3313,"Waterloo Housing Authority",3192330201,3192914288,"julie.dawson@waterloo-ia.org",3192330201,3192914288,"julie.dawson@waterloo-ia.org"
"512","ID","ID005","Housing Authority of the City of Pocatello",2910,"Housing Authority of the City of Pocatello",2082336276,2082339821,"sunny@hacp.services",2082336276,2082339821,"sunny@hacp.services"
"513","IL","IL034","Housing Authority of the County of Ford",2916,"Housing Authority of the County of Ford",2177845488,2177845324,"gaylam@juno.com",2177845488,2177845324,"jamie202000@gmail.com"
"514","IL","IL059","Housing Authority of Jefferson County",3407,"Housing Authority of Jefferson County",6182445910,6182449439,"cfo@hajc.org",6182445910,6182449439,"cfo@hajc.org"
"515","IL","IL076","Housing Authority of the County of McDonough",2170,"Housing Authority of the County of McDonough",3098372363,3098362590,"home@macomb.com",3098372363,3098362590,"home@macomb.com"
"516","IL","IL085","Knox County Housing Authority",2254,"Knox County Housing Authority",3093428129,3093427206,"dantoine@knoxhousing.org",3093428129,3093427206,"dantoine@knoxhousing.org"
"517","IL","IL120","Housing Authority of Edgar County",2597,"Housing Authority of Edgar County",2174658458,2174658460,"edgarhousing@gmail.com",NA,NA,""
"518","IN","IN021","Housing Authority of the City of Terre Haute",2220,"Housing Authority of the City of Terre Haute",8122321381,8122343301,"jstewart@terrehautehousing.org",8122321381,8122344164,"jstewart@terrehautehousing.org"
"519","IN","IN073","Housing Authority of the County of Fayette",2032,"Housing Authority of the County of Fayette",7658254668,7658256602,"acaldwell14@gmail.com",7658254668,7658256602,"acaldwell14@gmail.com"
"520","KS","KS149","Pittsburg Housing Authority",2746,"Pittsburg Housing Authority",6202321210,6202323453,"Quentin.Holmes@pittks.org",6202305550,NA,"quentin.holmes@pittks.org"
"521","KY","KY008","Housing Authority of Somerset",2212,"Housing Authority of Somerset",6066791332,6066790141,"Robin@somersethousing.org",6066791332,6066790141,"Robin@somersethousing.org"
"522","KY","KY011","Housing Authority of Hopkinsville",1819,"Housing Authority of Hopkinsville",2708874275,2708874080,"vsmiley@housingah.org",2708874279,2708874080,"vsmiley@housingah.org"
"523","KY","KY026","Housing Authority of Glasgow",2305,"Housing Authority of Glasgow",2706513859,2706519883,"sdlee@haglasgow.com",2706513859,2706519883,"sdlee@haglasgow.com"
"524","KY","KY027","Housing Authority of Paintsville",1699,"Housing Authority of Paintsville",6067891782,6067897271,"paintsville_pha@bellsouth.net",6067891782,6067897271,"paintsville_pha@bellsouth.net"
"525","KY","KY040","Housing Authority of Mayfield",2276,"Housing Authority of Mayfield",2702476391,2702478978,"greg.vaughn@mayfieldhousing.org",2702476391,2702478978,"greg.vaughn@mayfieldhousing.org"
"526","KY","KY056","Housing Authority of Springfield",1508,"Housing Authority of Springfield",8593367645,8593367644,"hasksab@gmail.com",8593367645,8593367644,"hasksab@gmail.com"
"527","KY","KY132","City of Richmond Section 8 Housing Program",805,"City of Richmond Section 8 Housing Program",8593535501,8596232279,"section8@richmond.ky.us",8593535501,8596232279,"section8@richmond.ky.us"
"528","KY","KY141","Pineville/Bell County Community Dev Agency",1126,"Pineville/Bell County Community Dev Agency",6063377074,6063377515,"mikecrockett@hotmail.com",6063377074,6063377515,"mikecrockett@hotmail.com"
"529","LA","LA024","Bogalusa Housing Authority",2815,"Bogalusa Housing Authority",9857356533,9857307996,"bha@bogalusaha.com",9857356533,9857307996,"bha@bogalusaha.com"
"530","LA","LA074","Housing Authority of Sabine Parish",3158,"Housing Authority of Sabine Parish",3182563359,3182560835,"jurlean@sabinehousing.org",3182563359,3182560835,"jurlean@sabinehousing.org"
"531","LA","LA159","Concordia Parish Police Jury HA",2992,"Concordia Parish Police Jury HA",3183367151,3183369915,"concordiaS8@yahoo.com",3183367151,3183369915,"concordiaS8@yahoo.com"
"532","LA","LA182","Evangeline Parish Police Jury",3628,"Evangeline Parish Police Jury",3373635653,3373635734,"eppjsec8@yahoo.com",3373635653,3373635734,"eppjsec8@yahoo.com"
"533","LA","LA187","St. Bernard Parish Government",2314,"St. Bernard Parish Government",5042784468,5042784458,"pwilliams@sbpg.net",5042390371,5042662641,"pwilliams@sbpg.net"
"534","LA","LA222","Catahoula Parish Police Jury",2961,"Catahoula Parish Police Jury",3183894810,3183894815,"doliver.lcaa@gmail.com",3183894810,NA,"doliver.lcaa@gmail.com"
"535","LA","LA229","Franklin Parish Police Jury",3482,"Franklin Parish Police Jury",3184359429,3184359420,"trenahoneycutt@yahoo.com",3186495022,NA,"trena@fppj.org"
"536","LA","LA232","Ruston City",3450,"Ruston City",3182513203,3182519935,"woutley@ruston.org",3182513203,NA,"woutley@ruston.org"
"537","LA","LA246","Claiborne Parish Section 8",3460,"Claiborne Parish Section 8",3182519867,5043682556,"lbcha@att.net",3182519867,NA,"lbcha@att.net"
"538","LA","LA248","Jackson Parish Police Jury",3821,"Jackson Parish Police Jury",3182596444,3182596441,"pinebelt@bellsouth.net",3182596444,3182594857,"pinebelt@bellsouth.net"
"539","MA","MA094","Franklin County Regional Housing Authority",81,"Franklin County Regional Housing Authority",4138639781,4138639289,"GGovoni@fcrhra.org",4138639781,4138639289,"GGovoni@fcrhra.org"
"540","MD","MD014","Wicomico County Housing Authority",597,"Wicomico County Housing Authority",4107491383,4107498792,"dbibb@wicomicohousing.org",4107491383,NA,"dbibb@wicomicohousing.org"
"541","ME","ME005","Lewiston Housing Authority",360,"Lewiston Housing Authority",2077831423,2077838648,"ckilmurry@lewistonhousing.org",2077381423,NA,"ckilmurry@lewistonhousing.org"
"542","ME","ME008","Waterville Housing Authority",264,"Waterville Housing Authority",2078732155,2078779429,"diane@watervillehousing.org",2078732155,2078779429,"diane@watervillehousing.org"
"543","ME","ME009","Housing Authority City of Bangor",363,"Housing Authority City of Bangor",2079426365,2079426043,"mmyatt@bangorhousing.org",2079426365,2079426043,"mmyatt@bangorhousing.org"
"544","ME","ME025","Caribou Housing Authority",161,"Caribou Housing Authority",2074934234,2073760178,"lplourde@cariboumaine.org",2074934234,2073760178,"lplourde@cariboumaine.org"
"545","MI","MI074","Mount Pleasant Housing Commission",1601,"Mount Pleasant Housing Commission",9897733784,9897723987,"director@mphcstaff.org",9897733784,9897733987,"annessah@mphcstaff.org"
"546","MN","MN063","MANKATO EDA",2081,"MANKATO EDA",5073878623,5073878491,"nbokelmann@mankatomn.gov",5073878695,5073887530,"nbokelmann@mankatomn.gov"
"547","MN","MN164","CLAY COUNTY HRA",2542,"CLAY COUNTY HRA",2182338883,2182339491,"claycohra@claycohra.com",2182338883,2182339491,"dlee@claycohra.com"
"548","MN","MN179","MORRISON COUNTY HRA",3170,"MORRISON COUNTY HRA",3206324506,3206324534,"morrisoncountyhra.lorelee@gmail.com",3206324506,NA,"morrisoncountyhra.lorelee@gmail.com"
"549","MN","MN193","RICE COUNTY HRA",3455,"RICE COUNTY HRA",5073333782,5073333838,"jwatson@co.rice.mn.us",5073333782,5073333838,"jwatson@co.rice.mn.us"
"550","MN","MN009","HRA of BEMIDJI, MINNESOTA",2570,"HRA of BEMIDJI, MINNESOTA",2184444522,2184444521,"hrals@midconetwork.com",2184444522,2184444521,"hradw@midconetwork.com"
"551","MN","MN049","HRA of PIPESTONE, MINNESOTA",3786,"HRA of PIPESTONE, MINNESOTA",5078252221,5078252558,"tmanderscheid@cityofpipestone.com",5078252221,5078252558,"tmanderscheid@cityofpipestone.com"
"552","MN","MN153","KOOCHICHING COUNTY HRA",2064,"KOOCHICHING COUNTY HRA",2188975242,2188975312,"koochhra@paulbunyan.net",2188975242,2188975312,"koochhra@paulbunyan.net"
"553","MN","MN192","DOUGLAS COUNTY HRA",3034,"DOUGLAS COUNTY HRA",3207622954,3207623034,"elmer1@rea-alp.com",3207622954,3207623034,"elmer1@rea-alp.com"
"554","MO","MO014","Housing Authority of the City of Fulton",3691,"Housing Authority of the City of Fulton",5736427611,5736424260,"director@fhamo.org",5736427611,NA,"director@fhamo.org"
"555","MO","MO145","Housing Authority of the City of Kirksville",3399,"Housing Authority of the City of Kirksville",6606658539,6606651308,"patti@kirksvillehousingauthority.org",6606658539,6606651308,"patti@kirksvillehousingauthority.org"
"556","MS","MS107","The Housing Authority of the City of Greenwood",1765,"The Housing Authority of the City of Greenwood",6014534822,6014553547,"GreenwoodMSPHA@yahoo.com",6624534822,6624553547,"GreenwoodMSPHA@yahoo.com"
"557","NC","NC018","Housing Authority of the Town of Laurinburg",1016,"Housing Authority of the Town of Laurinburg",9102762582,9102760100,"klaviner@laurinburgha.org",9102762582,9102760100,"klaviner@laurinburgha.org"
"558","NC","NC025","Rockingham Housing Authority",1367,"Rockingham Housing Authority",9109973316,9109976981,"cbelton@rhanc.com",9109973316,9109976981,"cbelton@rhanc.com"
"559","NC","NC050","Wadesboro Housing Authority",1189,"Wadesboro Housing Authority",7046944852,7046943999,"wadesborohousing@windstream.net",7046944852,7046943999,"wadesborohousing@windstream.net"
"560","NC","NC075","City of Albemarle Department of Public Housing",1113,"City of Albemarle Department of Public Housing",7049849580,7049849582,"lstaton@ci.albemarle.nc.us",7049849580,NA,"lstaton@ci.albemarle.nc.us"
"561","NC","NC089","Bladenboro Housing Authority",1568,"Bladenboro Housing Authority",9108634919,9108633000,"scraig@bladenhousing.org",9108634919,9108633000,"scraig@bladenhousing.org"
"562","NC","NC118","Roanoke-Chowan Regional Housing Authority",1195,"Roanoke-Chowan Regional Housing Authority",2525371051,2525376256,"tlindsey@rcrha.org",2525371051,2525376256,"tlindsey@rcrha.org"
"563","NC","NC120","Chatham County Housing Authority",1242,"Chatham County Housing Authority",9197421236,NA,"chathamcountyhousing@embarqmail.com",9197421236,9197421099,"jdccha@embarqmail.com"
"564","ND","ND030","Benson County Housing Authority",3688,"Benson County Housing Authority",7014735671,7014735471,"bcha@gondtc.com",7014735671,7014735471,"bcha@gondtc.com"
"565","ND","ND003","Rolette County Housing Authority",3667,"Rolette County Housing Authority",7017879437,7017462548,"thanson@thegfha.org",7017879437,7017462548,"thanson@thegfha.org"
"566","NE","NE003","Hall County Housing Authority",3765,"Hall County Housing Authority",3083855530,3083855533,"heatherr@hcha.net",3083855530,NA,"barryh@hcha.net"
"567","NE","NE094","York Housing Authority",3608,"York Housing Authority",4023624481,4023626727,"cindyn@cnaber.net",4023625900,4023621557,"cindyn@cnaber.net"
"568","NJ","NJ014","Housing Authority and Urban Redevelopment Age",333,"Housing Authority and Urban Redevelopment Age",6093441107,6093441015,"thannon@atlanticcityha.org",6093441107,6093441015,"thannon@atlanticcityha.org"
"569","NJ","NJ063","Vineland Housing Authority",332,"Vineland Housing Authority",8566914099,8566918404,"jjones@vha.org",8566914099,8566960481,"jjones@vha.org"
"570","NJ","NJ212","Hamilton Township HA",471,"Hamilton Township HA",6098903677,6098903525,"",6098903677,NA,"jblakely@hamiltonnj.com"
"571","NM","NM003","Mesilla Valley Public Housing Authority",1972,"Mesilla Valley Public Housing Authority",5755282000,5755268452,"jolvera@mvpha.org",5755282007,5755268452,"jolvera@mvpha.org"
"572","NM","NM061","Housing Authority of San Miguel County",1436,"Housing Authority of San Miguel County",5053140235,5054629737,"bmvaldez@bernco.gov",5053140235,NA,"bmvaldez@bernco.gov"
"573","NM","NM066","Housing Authority of the County of San Juan",1471,"Housing Authority of the County of San Juan",5053344545,5053243005,"fanderson@sjcounty.net",5053344544,NA,"fanderson@sjcounty.net"
"574","NY","NY017","Jamestown Housing Authority",557,"Jamestown Housing Authority",7166643345,7166649908,"jeffm@jamestownhousing.org",7166643345,7166649908,"jeffm@jamestownhousing.org"
"575","NY","NY054","Ithaca Housing Authority",603,"Ithaca Housing Authority",6072738629,6072731151,"brendaw@ithacaha.com",6072738629,6072731151,"brendaw@ithacaha.com"
"576","NY","NY060","Amsterdam Housing Authority",418,"Amsterdam Housing Authority",5188422894,5188429526,"dcarbone@amsterdamhousingauthority.org",5188422907,5188422973,"dcarbone@amsterdamhousingauthority.org"
"577","NY","NY103","Ellenville Housing Authority",412,"Ellenville Housing Authority",8456478686,8456471442,"dbilyeu@hvc.rr.com",8456478686,NA,"dbilyeu@hvc.rr.com"
"578","NY","NY137","City of Poughkeepsie",465,"City of Poughkeepsie",8454514020,8454514009,"Mpalumbo@cityofpoughkeepsie.com",8454514022,8454514009,"Mpalumbo@cityofpoughkeepsie.com"
"579","NY","NY158","Village of Kiryas Joel HA",575,"Village of Kiryas Joel HA",8457827790,8457837415,"mneuman@kjha.org",8457827790,8457837415,"mneuman@kjha.org"
"580","NY","NY443","City of Utica",607,"City of Utica",3157920199,3157387741,"cpastorelli@cityofutica.com",3157920210,3157387741,"kcurley@cityofutica.com"
"581","NY","NY504","City of Fulton",775,"City of Fulton",3155937166,3155937754,"fultonhousing@fultoncda.com",3155937166,3155937754,"fultonhousing@fultoncda.com"
"582","OH","OH066","Morgan Metropolitan Housing Authority",3493,"Morgan Metropolitan Housing Authority",7409624930,7409622140,"morganmha@morganmha.org",7409624930,7409622140,"jjenkins@morganmha.org"
"583","OH","OH056","Fayette Metropolitan Housing Authority",1847,"Fayette Metropolitan Housing Authority",7403357525,7403356644,"nancy.reed@fayette-co-oh.com",7403357525,NA,"nancy.reed@fayette-co-oh.com"
"584","OH","OH086","HIGHLAND METROPOLITAN HOUSING AUTHORITY",1848,"HIGHLAND METROPOLITAN HOUSING AUTHORITY",7403357525,7403356644,"nancy.reed@fayette-co-oh.com",7403357525,7403356644,"nancy.reed@fayette-co-oh.com"
"585","OK","OK027","Housing Authority of the City of Miami,Oklaho",2526,"Housing Authority of the City of Miami,Oklaho",9185426691,9185422439,"OK027miami@mhadocs.org",9185426691,9185422439,"mmcdowell@mhadocs.org"
"586","OK","OK044","Housing Authority of the City of Hugo",3468,"Housing Authority of the City of Hugo",5803263348,5803174298,"g_balcazar@hugoha.com",5803263348,NA,"w_awtry@hugoha.com"
"587","OR","OR008","Housing and Urban Renewal Agency of Polk County",1363,"Housing and Urban Renewal Agency of Polk County",5036238387,5036236907,"wvpha@wvpha.org",5036238387,5036236907,"cedelblute@wvpha.org"
"588","PA","PA048","HOUSING AUTHORITY OF INDIANA COUNTY",544,"HOUSING AUTHORITY OF INDIANA COUNTY",7244634730,7244634743,"shannonkundla@haichousing.com",7244634730,NA,"shannonkundla@haichousing.com"
"589","RQ","RQ008","MUNICIPALITY OF PONCE",22,"MUNICIPALITY OF PONCE",7878409200,7878410285,"seccion8ponce@ponce.pr.gov",7878409200,7878410140,"rebecca.ramos@ponce.pr.gov"
"590","RQ","RQ012","MUNICIPALITY OF AGUADILLA",3,"MUNICIPALITY OF AGUADILLA",7878911005,7878912505,"rq0012@gmail.com",7878911005,NA,"rq0012@gmail.com"
"591","RQ","RQ023","MUNICIPALITY OF COROZAL HOUSING AUTHORITY",178,"MUNICIPALITY OF COROZAL HOUSING AUTHORITY",7878592242,NA,"progfedcor@yahoo.com",7878592242,NA,"jorge.martinez@corozal.pr.gov"
